symbol	hgnc_id	expected	observed	p-value	info
A1CF	24086.0	0.029767177169700308	0.284002117420271	0.0509250150184071	probability of observing this or more number of mutations is too small
AAAS	13666.0	0.026609049476377662	0.29163414820366	0.037561456438915015	probability of observing this or more number of mutations is too small
AACS	21298.0	0.03279878363705378	0.34871475405035196	0.02220375979981249	probability of observing this or more number of mutations is too small
AADAC	17.0	0.012694478401008066	0.001	1.0	observed < expected, pvalue set at 1
AAK1	19679.0	0.0431689469721763	0.346435093148541	0.035443793863591935	probability of observing this or more number of mutations is too small
AASS	17366.0	0.03771930472515333	0.001	1.0	observed < expected, pvalue set at 1
ABAT	23.0	0.028961848225731134	0.29353982783838695	0.04524294387991141	probability of observing this or more number of mutations is too small
ABCA1	29.0	0.1369974439517968	0.7859116819716769	0.05377607974886286	probability of observing this or more number of mutations is too small
ABCA13	14638.0	0.1523978820285903	0.306836251356671	0.17623240470151044	probability of observing this or more number of mutations is too small
ABCA4	34.0	0.10566795987637799	0.47683348039447004	0.04239058914430169	probability of observing this or more number of mutations is too small
ABCA7	37.0	0.11218258082281282	0.14707706057356	0.4054715842313661	probability of observing this or more number of mutations is too small
ABCA8	38.0	0.05399750242188257	0.14807706057356	0.14433686664150408	probability of observing this or more number of mutations is too small
ABCB6	47.0	0.04986461928835249	0.214582176389887	0.10642926861142483	probability of observing this or more number of mutations is too small
ABCC1	51.0	0.07827303398721232	0.15728422898063799	0.20967909489895156	probability of observing this or more number of mutations is too small
ABCC2	53.0	0.06096492687160162	0.34039816211096996	0.05909517549046038	probability of observing this or more number of mutations is too small
ABCC3	54.0	0.07542753455153134	0.470743013868311	0.03235806332788341	probability of observing this or more number of mutations is too small
ABCD3	67.0	0.03700240746969845	0.29163414820366	0.06303482585975007	probability of observing this or more number of mutations is too small
ABCE1	69.0	0.07015661368584451	0.288646775994586	0.09352621291612459	probability of observing this or more number of mutations is too small
ABCG1	73.0	0.04418149380906031	0.322410523885858	0.03695516411944493	probability of observing this or more number of mutations is too small
ABHD12B	19837.0	0.014212748498657307	0.334520973626555	0.009100261864653408	probability of observing this or more number of mutations is too small
ABI1	11320.0	0.024241211805711364	0.433234314811936	0.01050728464900221	probability of observing this or more number of mutations is too small
ABI2	24011.0	0.029110003617962784	0.5032193312136339	0.003374619835420939	probability of observing this or more number of mutations is too small
ABL1	76.0	0.10264803487065056	0.001	1.0	observed < expected, pvalue set at 1
ABL2	77.0	0.06371955461506269	0.77745814971688	0.02261014189510843	probability of observing this or more number of mutations is too small
ABLIM3	29132.0	0.041402041727254986	0.267914623072443	0.0835870408198545	probability of observing this or more number of mutations is too small
ABR	81.0	0.06619489812668387	0.346435093148541	0.05555963445080384	probability of observing this or more number of mutations is too small
ABRA	30655.0	0.017501681576570262	0.001	1.0	observed < expected, pvalue set at 1
ACADVL	92.0	0.03207638114280391	0.324985227167362	0.03130019438837706	probability of observing this or more number of mutations is too small
ACAN	319.0	0.09373084059015974	0.19918555526063603	0.17596516366409348	probability of observing this or more number of mutations is too small
ACAP2	16469.0	0.0377380243849259	0.295426139853306	0.06440905212112338	probability of observing this or more number of mutations is too small
ACBD3	15453.0	0.028968956066375243	0.411484880953635	0.015675243226493094	probability of observing this or more number of mutations is too small
ACCSL	34391.0	0.019041749710611854	0.001	1.0	observed < expected, pvalue set at 1
ACE	2707.0	0.06789242254221697	0.32956835321765005	0.05878514290877783	probability of observing this or more number of mutations is too small
ACE2	13557.0	0.0175109339020399	0.297291455108301	0.019140165456189948	probability of observing this or more number of mutations is too small
ACER1	18356.0	0.011413208734955974	0.30624844047579	0.007035316471145609	probability of observing this or more number of mutations is too small
ACER3	16066.0	0.013253247464622512	0.195891387373791	0.03190819548608031	probability of observing this or more number of mutations is too small
ACHE	108.0	0.03456082913358087	0.838375540983127	0.00013401014884108868	probability of observing this or more number of mutations is too small
ACO2	118.0	0.044489242940970335	0.002	1.0	observed < expected, pvalue set at 1
ACOX3	121.0	0.03313896980536421	0.16641341649026598	0.08381306164648994	probability of observing this or more number of mutations is too small
ACSL1	3569.0	0.03753152585514221	0.295426139853306	0.056403559198909776	probability of observing this or more number of mutations is too small
ACSL6	16496.0	0.03684463861457347	0.418936667990117	0.01757426644634661	probability of observing this or more number of mutations is too small
ACSM5	26060.0	0.024247685955011318	0.14707706057356	0.10251726975127046	probability of observing this or more number of mutations is too small
ACTB	132.0	0.0484306235548192	1.445632553457019	0.00017554969245131438	probability of observing this or more number of mutations is too small
ACTC1	143.0	0.04990946592951951	0.6904502808321531	0.029046734968385415	probability of observing this or more number of mutations is too small
ACTG1	144.0	0.04638661387332246	0.320363696353931	0.07750816101167346	probability of observing this or more number of mutations is too small
ACTN2	164.0	0.06192622419766576	0.7249541930377109	0.020442735864028685	probability of observing this or more number of mutations is too small
ACTRT3	24022.0	0.01350997129691366	0.318946335373382	0.011416446702339978	probability of observing this or more number of mutations is too small
ACY3	24104.0	0.01309205691946792	0.14707706057356	0.06778071403683109	probability of observing this or more number of mutations is too small
ADAM18	196.0	0.021662532329951	0.14707706057356	0.10269079165141334	probability of observing this or more number of mutations is too small
ADAM32	15479.0	0.029024517796131123	0.257687893077275	0.02869507806262529	probability of observing this or more number of mutations is too small
ADAM33	15478.0	0.05195868474038242	0.320363696353931	0.046161095347024415	probability of observing this or more number of mutations is too small
ADAM7	214.0	0.02520346549088799	0.305383573941161	0.02017885475738032	probability of observing this or more number of mutations is too small
ADAMTS14	14899.0	0.06708881941801324	0.14707706057356	0.236540519154146	probability of observing this or more number of mutations is too small
ADAMTS15	16305.0	0.06765911204561038	0.7276089677815769	0.020539066524875457	probability of observing this or more number of mutations is too small
ADAMTS16	17108.0	0.057470729897506546	0.45670799083145996	0.024015845372144094	probability of observing this or more number of mutations is too small
ADAMTS17	17109.0	0.07037040326891143	0.312082093043671	0.08468695481029999	probability of observing this or more number of mutations is too small
ADAMTS2	218.0	0.07552835541425115	0.14707706057356	0.27021712205349124	probability of observing this or more number of mutations is too small
ADAMTS5	221.0	0.05050204606272293	0.18490319530626398	0.12345023057665085	probability of observing this or more number of mutations is too small
ADAMTSL2	14631.0	0.06162387000857932	0.575151317395142	0.007848168036640662	probability of observing this or more number of mutations is too small
ADAMTSL5	27912.0	0.029179972054149312	0.001	1.0	observed < expected, pvalue set at 1
ADAP1	16486.0	0.024486034365945125	0.27270641520428895	0.02831856527798387	probability of observing this or more number of mutations is too small
ADAT1	228.0	0.021340968820496978	0.33060413133020194	0.021296349823153572	probability of observing this or more number of mutations is too small
ADCK5	21738.0	0.0318194377015438	0.14707706057356	0.13908327502405426	probability of observing this or more number of mutations is too small
ADCY4	235.0	0.059473478872283055	0.001	1.0	observed < expected, pvalue set at 1
ADCY5	236.0	0.109138979824092	0.781363092812426	0.04623667101895886	probability of observing this or more number of mutations is too small
ADCY6	237.0	0.08512004614802011	0.33964151584608304	0.07958981415330571	probability of observing this or more number of mutations is too small
ADH1B	250.0	0.01281745775990348	0.295426139853306	0.007619802848259514	probability of observing this or more number of mutations is too small
ADH5	253.0	0.015048326234484708	0.324358557756721	0.015018377722088513	probability of observing this or more number of mutations is too small
